"current_path","classification","original_path","destination_applied","in_repo_now","active_consumer","referenced_by","requires_local_data","manuscript_relevant","safe_to_move","notes"
"manuscript/archive/BehavioralDynamics_schema_preproduction_audit/data/tile_values_social_spatial_organization.csv","data_dependent_audit","manuscript/BehavioralDynamics_schema/data/tile_values_social_spatial_organization.csv","manuscript/archive/BehavioralDynamics_schema_preproduction_audit/data/tile_values_social_spatial_organization.csv",TRUE,"Written by R/00_verify_provenance.R:109. Read by nothing.","manuscript/BehavioralDynamics_schema/README.md (lines 42-45)","no","yes","yes","Tracked frozen evidence (heatmap tile values). Preserve byte-identical."
"manuscript/archive/BehavioralDynamics_schema_preproduction_audit/data/worked_example_animal1545_CC1_active.csv","data_dependent_audit","manuscript/BehavioralDynamics_schema/data/worked_example_animal1545_CC1_active.csv","manuscript/archive/BehavioralDynamics_schema_preproduction_audit/data/worked_example_animal1545_CC1_active.csv",TRUE,"Written by R/00_verify_provenance.R:108. Read by nothing.","manuscript/BehavioralDynamics_schema/README.md (lines 42-45)","no","yes","yes","Tracked frozen evidence. This is the only surviving repo-internal record of the worked example, since its generator depends on an ephemeral scratchpad. Preserve byte-identical."
"manuscript/archive/BehavioralDynamics_schema_preproduction_audit/data/zero_fill_mechanism_evidence.csv","data_dependent_audit","manuscript/BehavioralDynamics_schema/data/zero_fill_mechanism_evidence.csv","manuscript/archive/BehavioralDynamics_schema_preproduction_audit/data/zero_fill_mechanism_evidence.csv",TRUE,"Written by R/02_verify_zero_fill_mechanism.R:110. Read by nothing.","manuscript/BehavioralDynamics_schema/README.md (lines 42-45)","no","yes","yes","Tracked frozen evidence for the safe_scale zero-fill proof. Preserve byte-identical."
"manuscript/archive/BehavioralDynamics_schema_preproduction_audit/R/00_verify_provenance.R","data_dependent_audit","manuscript/BehavioralDynamics_schema/R/00_verify_provenance.R","manuscript/archive/BehavioralDynamics_schema_preproduction_audit/R/00_verify_provenance.R",TRUE,"Manual run only; nothing outside the folder sources it.","manuscript/BehavioralDynamics_schema/README.md (line 33); R/21_supp_warnings.R lines 8-9 (cited as the reproduction evidence)","yes","indirect","yes_with_reference_updates","No ROOT variable, but line 18 hardcodes OUT <- ""C:/Users/topohl/Documents/GitHub/MMMSociability/manuscript/BehavioralDynamics_schema/data"" (used at lines 107-111 to write the three provenance CSVs). Line 17 DATA points at a DIFFERENT Claude session's ephemeral scratchpad: C:/Users/topohl/AppData/Local/Temp/claude/c--Users-topohl-Documents-GitHub/77f6ce3c-.../scratchpad/data. That directory still exists today (6 systems_sis_*.csv, dated Sep 2) but is temp storage outside the repo and outside S:, so this script is already non-reproducible from the repo alone. Its scientific claim (recomputed DomainScore == exported, max |diff| = 0 over 882 rows) survives as the frozen CSVs in data/."
"manuscript/archive/BehavioralDynamics_schema_preproduction_audit/R/01_verify_rest_domain_collapse.R","data_dependent_audit","manuscript/BehavioralDynamics_schema/R/01_verify_rest_domain_collapse.R","manuscript/archive/BehavioralDynamics_schema_preproduction_audit/R/01_verify_rest_domain_collapse.R",TRUE,"Manual run only.","manuscript/BehavioralDynamics_schema/README.md (line 34); R/21_supp_warnings.R lines 8-9","yes","indirect","yes_with_reference_updates","Line 16 hardcodes the same absolute OUT (.../BehavioralDynamics_schema/data), consumed at lines 92 and 105. Line 15 DATA is the same foreign scratchpad path. Documents W1/W2: the Stage-12 substring phase parser relabelled every Inactive epoch Active. Note this finding has since been FIXED upstream (see the comment block at manuscript/Fig1_behavior_candidates/build_fig1_candidates.R:270-278), which is exactly why this whole folder reads as a pre-production audit rather than a live manuscript asset."
"manuscript/archive/BehavioralDynamics_schema_preproduction_audit/R/02_verify_zero_fill_mechanism.R","data_dependent_audit","manuscript/BehavioralDynamics_schema/R/02_verify_zero_fill_mechanism.R","manuscript/archive/BehavioralDynamics_schema_preproduction_audit/R/02_verify_zero_fill_mechanism.R",TRUE,"Manual run only.","manuscript/BehavioralDynamics_schema/README.md (line 35); R/21_supp_warnings.R lines 8-9","yes","indirect","yes_with_reference_updates","Line 20 hardcodes the same absolute OUT (.../BehavioralDynamics_schema/data), consumed at lines 97 and 110. Line 19 DATA is the same foreign scratchpad path. Proves the safe_scale() zero-fill mechanism (14_..._dashboard.R:349-354) turns total NA into exact 0 rather than dropping the feature."
"manuscript/archive/BehavioralDynamics_schema_preproduction_audit/R/10_main_compact_schema.R","manuscript_builder","manuscript/BehavioralDynamics_schema/R/10_main_compact_schema.R","manuscript/archive/BehavioralDynamics_schema_preproduction_audit/R/10_main_compact_schema.R",TRUE,"Manual/interactive run only. No runner sources it: no reference from Analysis/run_all_analysis.R, Testing/, or any other script (git grep BehavioralDynamics_schema returns hits only inside the folder plus .gitignore).","manuscript/BehavioralDynamics_schema/README.md (line 36, run-order table); .gitignore lines 3 and 12 (ignores its rendered/ output)","no","yes","yes_with_reference_updates","THE CRITICAL FINDING. Line 16 is a hardcoded absolute ROOT that embeds the folder's own location: ROOT <- ""C:/Users/topohl/Documents/GitHub/MMMSociability/manuscript/BehavioralDynamics_schema"". Not relative to the script, not env-var driven, no fallback. Line 17 source(file.path(ROOT,""R"",""schema_toolkit.R"")) and line 265 save_schema(p, file.path(ROOT,""rendered"",""BehavioralDynamics_schema_main""), W, H) both depend on it. Draws no data: every number in the figure is a hardcoded literal (grep for read.csv/read_csv in 10/20/21/schema_toolkit returns nothing), so it runs offline. Renders the 125x262mm main-paper provenance schema."
"manuscript/archive/BehavioralDynamics_schema_preproduction_audit/R/20_supplementary_provenance_schema.R","manuscript_builder","manuscript/BehavioralDynamics_schema/R/20_supplementary_provenance_schema.R","manuscript/archive/BehavioralDynamics_schema_preproduction_audit/R/20_supplementary_provenance_schema.R",TRUE,"Manual/interactive run only; nothing outside the folder sources it.","manuscript/BehavioralDynamics_schema/README.md (line 37); .gitignore lines 3 and 12","no","yes","yes_with_reference_updates","Same hardcoded absolute ROOT at line 16: ROOT <- ""C:/Users/topohl/Documents/GitHub/MMMSociability/manuscript/BehavioralDynamics_schema"". Consumed at line 17 (source schema_toolkit.R), line 273 (save rendered/BehavioralDynamics_schema_supplementary), line 343 (source R/21_supp_warnings.R), line 345 (re-save). Renders the A3 supplementary sheet. Line 168 cites docs/analysis_strategy_for_manuscript.md:215-238 as a text string only (no file read) - that is the manuscript language contract forbidding 'circadian/sleep disruption'."
"manuscript/archive/BehavioralDynamics_schema_preproduction_audit/R/21_supp_warnings.R","manuscript_builder","manuscript/BehavioralDynamics_schema/R/21_supp_warnings.R","manuscript/archive/BehavioralDynamics_schema_preproduction_audit/R/21_supp_warnings.R",TRUE,"Sourced by R/20_supplementary_provenance_schema.R:343 via file.path(ROOT, ""R"", ""21_supp_warnings.R"").","manuscript/BehavioralDynamics_schema/README.md (line 37); R/20:343","no","yes","yes","Right-column continuation fragment; operates on the caller's p / yR / XR objects, so it is not standalone-runnable. No ROOT, no path of its own. Line 76 hardcodes the claim that manuscript/Fig1_behavior_candidates/figure_manifest.csv marks active_inactive_systems as blocked_pending_phase_classifier_fix_and_rerun - true of the tracked manifest, but the build script has since moved that panel to optional_after_rerun, so this text is stale. Do not edit the wording during restructuring (that would be a scientific-content change); flag it instead."
"manuscript/archive/BehavioralDynamics_schema_preproduction_audit/R/30_write_number_manifest.R","manuscript_builder","manuscript/BehavioralDynamics_schema/R/30_write_number_manifest.R","manuscript/archive/BehavioralDynamics_schema_preproduction_audit/R/30_write_number_manifest.R",TRUE,"Manual run only; nothing outside the folder sources it.","manuscript/BehavioralDynamics_schema/README.md (line 38)","no","yes","yes_with_reference_updates","Third copy of the hardcoded absolute ROOT, line 10. Writes data/figure_number_manifest.csv via lines 118-119 (file.path(ROOT,""data"",...)). Self-contained: the manifest body is a hardcoded tibble::tribble, no file is read. Line 11 assigns DATA to a foreign Claude scratchpad path but that variable is NEVER USED (only assignment, no consumer). Line 12 SRC = ""S:/.../analysis_ready/12_systems_neuroscience_summary/5min_based"" is used only at line 113 as a provenance label string, never as a read path - so no S: drive access at runtime."
"manuscript/archive/BehavioralDynamics_schema_preproduction_audit/R/schema_toolkit.R","manuscript_builder","manuscript/BehavioralDynamics_schema/R/schema_toolkit.R","manuscript/archive/BehavioralDynamics_schema_preproduction_audit/R/schema_toolkit.R",TRUE,"Sourced by R/10_main_compact_schema.R:17 and R/20_supplementary_provenance_schema.R:17, both via file.path(ROOT, ""R"", ""schema_toolkit.R"").","manuscript/BehavioralDynamics_schema/README.md (line 32); R/10:17; R/20:17","no","yes","yes","Pure function library: no ROOT, no setwd, no Sys.getenv, no file read. Defines SCHEMA_PAL (palette copied from Functions/behavioral_dynamics_helpers.R:66), schema_canvas/sbox/stext/scode primitives, mm text metrics (char_mm/fits/wrp), and save_schema (line 209) which dir.create()s dirname(base) so it writes wherever its caller points it. Moves cleanly with the folder; it only becomes unreachable if 10/20's ROOT strings are not updated in the same commit."
"manuscript/archive/BehavioralDynamics_schema_preproduction_audit/README.md","manuscript_builder","manuscript/BehavioralDynamics_schema/README.md","manuscript/archive/BehavioralDynamics_schema_preproduction_audit/README.md",TRUE,"Documentation; not executed.","none (nothing links to it)","no","yes","yes","Run-order table for R/00 -> R/30, figure spec table, the W1-W9 verified-findings list, and the recommended manuscript inference (DomainScore ~ Group*Sex + CageChange + (1|Animal)). Contains no absolute paths, so it moves without edit. Two internal cross-refs will read as stale after a move: line 81 cites docs/analysis_strategy_for_manuscript.md:215-238 (still valid, that file stays put) and lines 89-91 cite manuscript/Fig1_behavior_candidates/figure_manifest.csv with the old blocked_pending_phase_classifier_fix_and_rerun status. Line 28 says 'Run in order from this directory' but the scripts actually ignore CWD entirely because ROOT is absolute."
"manuscript/Fig1_behavior_candidates/build_fig1_candidates.R","manuscript_builder","manuscript/Fig1_behavior_candidates/build_fig1_candidates.R","KEEP (not moved)",TRUE,"Run manually from the repo root as source(""manuscript/Fig1_behavior_candidates/build_fig1_candidates.R"") per its README line 27. Analysis/14_systems_neuroscience_summary_dashboard.R:6053-6054 pins the Fig_sis_CC1_first_active_domain_heatmap filename specifically so this staging script keeps resolving it.","manuscript/Fig1_behavior_candidates/README.md:27; .gitignore line 2; Analysis/14_systems_neuroscience_summary_dashboard.R:6054 (by folder name)","yes","yes","yes_with_reference_updates","ROOT RESOLUTION (robust, unlike the schema): lines 26-37. script_path from sys.frame(1)$ofile; script_dir falls back to getwd(); repo_candidates = c(normalizePath(file.path(script_dir,"".."","".."")), normalizePath(getwd())); line 35 picks the first candidate where Analysis/_pipeline_setup.R exists; line 37 sources it. The ../.. term is depth-2 dependent but the getwd() term rescues it whenever the CWD is the repo root, so a move would still resolve. HOWEVER line 49 hardcodes out_root <- file.path(repo_root, ""manuscript"", ""Fig1_behavior_candidates"", ""rendered""), so a moved script would silently keep writing to the OLD folder - that line needs updating if it ever moves. READS LOCAL S: DATA: yes. project_root = Sys.getenv(""MMM_BEHAVIOR_PROJECT_ROOT"", unset = ""S:/Lab_Member/Tobi/Experiments/Exp9_Social-Stress/Analysis/Behavior/RFID"") at lines 39-42; then stage09/03/14/16 dirs at lines 44-47 (via behavior_stage_dir / behavior_manuscript_dir from _pipeline_setup.R). Lines 116-124 hard-stop if the four canonical Stage 09/16 inputs are missing, so it cannot run at all off-site. STATUS VOCABULARY emitted by record_status() into rendered/staging_status.csv: generated_from_stage16 (lines 178, 248), copied_svg_pdf (97), copied_partial (97), missing_upstream (101), optional_after_rerun (268, 269, 279, 280), blocked_pending_inactive_qc_audit (281). This is an ACTIVE manuscript builder - keep in place."
